Scheme name	Locus tag	Description
cgMLST V1 + HierCC V1	CD630_35460(rsmI)	rRNA (cytidine-2'-O-)-methyltransferase
cgMLST V1 + HierCC V1	CD630_35470(yfiC)	methyltransferase
cgMLST V1 + HierCC V1	CD630_35480(-)	stage 0 sporulation protein
cgMLST V1 + HierCC V1	CD630_35490(holB)	DNA polymerase III subunit delta'
cgMLST V1 + HierCC V1	CD630_35500(tmk)	thymidylate kinase
cgMLST V1 + HierCC V1	CD630_35510(speA)	amino acid decarboxylase
cgMLST V1 + HierCC V1	CD630_35511(-)	DUF378 domain-containing protein
cgMLST V1 + HierCC V1	CD630_35512(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_35520(lysS)	Lysyl-tRNA synthetase (Lysine--tRNA ligase) (LysRS)
cgMLST V1 + HierCC V1	CD630_35530(greA)	transcription elongation factor GreA
cgMLST V1 + HierCC V1	CD630_35540(dusB)	TIM barrel oxidoreductase NifR3
cgMLST V1 + HierCC V1	CD630_35550(coaX)	type III pantothenate kinase
cgMLST V1 + HierCC V1	CD630_35560(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_35580(birA)	bifunctional biotin--[acetyl-CoA-carboxylase] synthetase/biotin operon repressor
cgMLST V1 + HierCC V1	CD630_35590(ftsH2)	cell division protein FtsH
cgMLST V1 + HierCC V1	CD630_35600(tilS)	tRNA(Ile)-lysidine synthase
cgMLST V1 + HierCC V1	CD630_35610(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_35620(murI)	glutamate racemase
cgMLST V1 + HierCC V1	CD630_35630(cwlJ)	spore cortex-lytic protein
cgMLST V1 + HierCC V1	CD630_35640(spoIIR)	stage II sporulation protein R
cgMLST V1 + HierCC V1	CD630_35650(-)	GntR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_35660(ispE)	4-(cytidine 5'-diphospho)-2-C-methyl-D-erythritol kinase
cgMLST V1 + HierCC V1	CD630_35670(-)	lysM domain protein
cgMLST V1 + HierCC V1	CD630_35680(-)	Veg protein
cgMLST V1 + HierCC V1	CD630_35690(yabG)	peptidase U57
cgMLST V1 + HierCC V1	CD630_35700(dpeP)	membrane dipeptidase
cgMLST V1 + HierCC V1	CD630_35701(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_35710(-)	SEC-C motif family protein
cgMLST V1 + HierCC V1	CD630_35720(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_35760(-)	transporter
cgMLST V1 + HierCC V1	CD630_35770(mdeA)	methionine gamma-lyase
cgMLST V1 + HierCC V1	CD630_35780(-)	resolvase
cgMLST V1 + HierCC V1	CD630_35790(-)	protein of unknown function DUF1413
cgMLST V1 + HierCC V1	CD630_35800(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_35810(rlmI)	SAM-dependent methyltransferase
cgMLST V1 + HierCC V1	CD630_35820(rluD)	RNA pseudouridine synthase
cgMLST V1 + HierCC V1	CD630_35830(-)	MerR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_35840(-)	ABC transporter permease
cgMLST V1 + HierCC V1	CD630_35850(-)	ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_35860(-)	two-component sensor histidine kinase
cgMLST V1 + HierCC V1	CD630_35870(-)	DNA-binding response regulator
cgMLST V1 + HierCC V1	CD630_35890(carA)	carbamoyl phosphate synthase small subunit
cgMLST V1 + HierCC V1	CD630_35910(carA)	carbamoyl phosphate synthase small subunit
cgMLST V1 + HierCC V1	CD630_35920(pyrF)	orotidine 5'-phosphate decarboxylase
cgMLST V1 + HierCC V1	CD630_35940(-)	nitroreductase
cgMLST V1 + HierCC V1	CD630_35950(ampS)	aminopeptidase
cgMLST V1 + HierCC V1	CD630_35960(metH)	putative 5-methyltetrahydrofolate--homocysteine methyltransferase
cgMLST V1 + HierCC V1	CD630_35970(-)	vitamin B12 dependent methionine synthase activation domain protein
cgMLST V1 + HierCC V1	CD630_35980(luxS)	S-ribosylhomocysteine lyase
cgMLST V1 + HierCC V1	CD630_36010(vanY)	D-alanyl-D-alanine carboxypeptidase
cgMLST V1 + HierCC V1	CD630_36020(-)	tRNA 2-thiocytidine biosynthesis protein TtcA
cgMLST V1 + HierCC V1	CD630_36030(-)	metallophosphatase
cgMLST V1 + HierCC V1	CD630_36040(-)	epimerase
cgMLST V1 + HierCC V1	CD630_36050(gph)	phosphoglycolate phosphatase
cgMLST V1 + HierCC V1	CD630_36051(fer)	ferredoxin
cgMLST V1 + HierCC V1	CD630_36060(pyrC)	amidohydrolase
cgMLST V1 + HierCC V1	CD630_36070(-)	ABC superfamily ATP-binding cassette transporter permease
cgMLST V1 + HierCC V1	CD630_36080(sufC)	ABC transporter ATP-binding protein
cgMLST V1 + HierCC V1	CD630_36090(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_36100(gloA)	glyoxalase
cgMLST V1 + HierCC V1	CD630_36130(-)	staygreen family protein
cgMLST V1 + HierCC V1	CD630_36140(-)	Uncharacterized conserved protein
cgMLST V1 + HierCC V1	CD630_36150(-)	MerR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_36170(-)	Zn-dependent protease
cgMLST V1 + HierCC V1	CD630_36190(yjaB)	acetyltransferase
cgMLST V1 + HierCC V1	CD630_36200(-)	ymaF family protein
cgMLST V1 + HierCC V1	CD630_36210(-)	pentapeptide repeats family protein
cgMLST V1 + HierCC V1	CD630_36220(phnA)	phnA family protein
cgMLST V1 + HierCC V1	CD630_36260(eda)	ketohydroxyglutarate aldolase
cgMLST V1 + HierCC V1	CD630_36280(kdsD)	carbohydrate isomerase
cgMLST V1 + HierCC V1	CD630_36290(ulaA)	PTS ascorbate transporter subunit IIC
cgMLST V1 + HierCC V1	CD630_36300(ulaB)	PTS ascorbate transporter subunit IIB
cgMLST V1 + HierCC V1	CD630_36310(-)	"phosphoenolpyruvate-dependent sugar phosphotransferase system, EIIA 2"
cgMLST V1 + HierCC V1	CD630_36350(-)	acetyl-CoA hydrolase
cgMLST V1 + HierCC V1	CD630_36360(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_36370(-)	FMN reductase
cgMLST V1 + HierCC V1	CD630_36380(-)	LVIVD repeat family protein
cgMLST V1 + HierCC V1	CD630_36390(gltC)	LysR family transcriptional regulator
cgMLST V1 + HierCC V1	CD630_36400(kdgK)	carbohydrate kinase
cgMLST V1 + HierCC V1	CD630_36410(-)	2-dehydro-3-deoxy-phosphogluconate aldolase
cgMLST V1 + HierCC V1	CD630_36420(selA)	L-seryl-tRNA selenium transferase
cgMLST V1 + HierCC V1	CD630_36430(pyrC)	dihydroorotase
cgMLST V1 + HierCC V1	CD630_36490(rlmH)	23S rRNA (pseudouridine(1915)-N(3))-methyltransferase RlmH
cgMLST V1 + HierCC V1	CD630_36500(celB)	diguanylate phosphodiesterase
cgMLST V1 + HierCC V1	CD630_36510(-)	MBL fold metallo-hydrolase
cgMLST V1 + HierCC V1	CD630_36520(-)	peptidase M1
cgMLST V1 + HierCC V1	CD630_36530(dnaD)	DNA replication protein DnaD
cgMLST V1 + HierCC V1	CD630_36540(dnaC)	DNA replication protein DnaC
cgMLST V1 + HierCC V1	CD630_36550(purA)	adenylosuccinate synthetase
cgMLST V1 + HierCC V1	CD630_36560(-)	hypothetical protein
cgMLST V1 + HierCC V1	CD630_36570(dnaB)	replicative DNA helicase
cgMLST V1 + HierCC V1	CD630_36580(rplI)	50S ribosomal protein L9
cgMLST V1 + HierCC V1	CD630_36590(-)	phosphoesterase
cgMLST V1 + HierCC V1	CD630_36600(-)	membrane protein
cgMLST V1 + HierCC V1	CD630_36610(-)	mazG-like family protein
cgMLST V1 + HierCC V1	CD630_36611(rpsR)	30S ribosomal protein S18
cgMLST V1 + HierCC V1	CD630_36620(ssb)	single-strand DNA-binding protein
cgMLST V1 + HierCC V1	CD630_36630(rpsF)	30S ribosomal protein S6
cgMLST V1 + HierCC V1	CD630_36640(-)	aminotransferase
cgMLST V1 + HierCC V1	CD630_36650(-)	putative protein DUF951
cgMLST V1 + HierCC V1	CD630_36660(-)	Protein of uncharacterised function (DUF3343)
cgMLST V1 + HierCC V1	CD630_36670(-)	sirA-like family protein
cgMLST V1 + HierCC V1	CD630_36680(-)	transcriptional regulator
cgMLST V1 + HierCC V1	CD630_36690(-)	sporulation and spore germination family protein
cgMLST V1 + HierCC V1	CD630_36700(-)	aminotransferase class-V family protein
cgMLST V1 + HierCC V1	CD630_36710(spo0J)	chromosome partitioning protein ParB
cgMLST V1 + HierCC V1	CD630_36720(soj)	sporulation initiation inhibitor Soj
cgMLST V1 + HierCC V1	CD630_36730(parB)	nucleoid occlusion protein
cgMLST V1 + HierCC V1	CD630_36750(mnmG)	tRNA uridine(34) 5-carboxymethylaminomethyl synthesis enzyme MnmG
cgMLST V1 + HierCC V1	CD630_36760(mnmE)	tRNA uridine(34) 5-carboxymethylaminomethyl synthesis GTPase MnmE
cgMLST V1 + HierCC V1	CD630_36770(jag)	SpoIIIJ-associated RNA/ssDNA-binding protein Jag
cgMLST V1 + HierCC V1	CD630_36780(oxaA1)	sporulation protein
cgMLST V1 + HierCC V1	CD630_36781(-)	membrane protein insertion efficiency factor YidD
cgMLST V1 + HierCC V1	CD630_36790(rnpA)	ribonuclease P protein component
cgMLST V1 + HierCC V1	CD630_36800(rpmH)	50S ribosomal protein L34
cgMLST V1 + HierCC V1	CD630DERM_RS02520(-)	eamA-like transporter family protein
cgMLST V1 + HierCC V1	CDIF100002_00882(-)	hypothetical protein
cgMLST V1 + HierCC V1	CDIF100005_03509(-)	hypothetical protein
cgMLST V1 + HierCC V1	CDIF1296T_00082(-)	hypothetical protein
cgMLST V1 + HierCC V1	CDIF1296T_00577(-)	SAM-dependent methyltransferase
cgMLST V1 + HierCC V1	CDIF1296T_00685(abgT)	aminobenzoyl-glutamate transporter
cgMLST V1 + HierCC V1	CDIF1296T_01024(oppF)	ABC transporter family protein
cgMLST V1 + HierCC V1	CDIF1296T_01382(nrnA)	putative rna-binding protein
cgMLST V1 + HierCC V1	CDIF1296T_01454(-)	MerR family transcriptional regulator
cgMLST V1 + HierCC V1	CDIF1296T_01507(-)	Fis family transcriptional regulator
cgMLST V1 + HierCC V1	CDIF1296T_01684(-)	hypothetical protein
cgMLST V1 + HierCC V1	CDIF1296T_01833(-)	beta-aspartate methyltransferase
cgMLST V1 + HierCC V1	CDIF1296T_01835(-)	glycine reductase
cgMLST V1 + HierCC V1	CDIF1296T_01941(mdtG)	MFS transporter
cgMLST V1 + HierCC V1	CDIF1296T_01942(mdtG)	permease
cgMLST V1 + HierCC V1	CDIF1296T_02217(-)	putative membrane protein
cgMLST V1 + HierCC V1	CDIF1296T_02226(-)	putative membrane protein
cgMLST V1 + HierCC V1	CDIF1296T_02287(-)	N-acetylmuramoyl-L-alanine amidase
cgMLST V1 + HierCC V1	CDIF1296T_02296(-)	mannosyl-glycoendo-beta-N-acetylglucosaminidase
cgMLST V1 + HierCC V1	CDIF1296T_02463(-)	glycine reductase complex protein B subunit gamma
cgMLST V1 + HierCC V1	CDIF1296T_02465(-)	"glycine reductase, selenoprotein B"
cgMLST V1 + HierCC V1	CDIF1296T_02466(-)	glycine/betaine reductase A
cgMLST V1 + HierCC V1	CDIF1296T_02467(-)	glycine/betaine reductase A
cgMLST V1 + HierCC V1	CDIF1296T_02689(-)	2-oxoglutarate translocator
cgMLST V1 + HierCC V1	CDIF1296T_02996(-)	hypothetical protein
cgMLST V1 + HierCC V1	CDIF1296T_03314(-)	hypothetical protein
cgMLST V1 + HierCC V1	CDIF1296T_03353(prdB)	proline reductase
cgMLST V1 + HierCC V1	CDIF1296T_03378(-)	hypothetical protein
cgMLST V1 + HierCC V1	CDIF1296T_03605(-)	putative membrane protein
cgMLST V1 + HierCC V1	CDIF1296T_03738(-)	MATE family efflux transporter
cgMLST V1 + HierCC V1	CDIF1296T_03805(gidB)	16S rRNA methyltransferase G
cgMLST V1 + HierCC V1	CDIF29020_00967(-)	hypothetical protein
cgMLST V1 + HierCC V1	CDIF29020_03528(-)	hypothetical protein
cgMLST V1 + HierCC V1	PCZ31_0213(-)	hypothetical protein
cgMLST V1 + HierCC V1	PCZ31_2211(-)	hypothetical protein
cgMLST V1 + HierCC V1	UAB_RS02000000220350(nrnA)	DHH family protein
